(-) MSG_MONTH_5 24	BUCKLEY	24/05/2021 00:00:00	24/05/2021 23:59:59	1D 0M		Off	Lobitos Piura, PER	CAMPO LOBITOS	-4.5007950	-81.3121950	0	57.94
(-) MSG_MONTH_5 24	CHIMERA	24/05/2021 00:00:00	24/05/2021 14:43:27	14H 43M		Off	Pari_as Talara Piura, Perù	PUERTO TALARA	-4.5659000	-81.2886833	0	0.12
(-) MSG_MONTH_5 24	CHIMERA	24/05/2021 15:43:29	24/05/2021 23:43:48	8H 0M		On	Pari_as Talara Piura, Perù	PUERTO TALARA	-4.5657665	-81.2887831	0.13	0.15
(-) MSG_MONTH_5 24	CHIMERA	24/05/2021 23:43:48	24/05/2021 23:59:59	16M		Off	Pari_as Talara Piura, Perù	PUERTO TALARA	-4.5658332	-81.2888164	0.15	0.15
(-) MSG_MONTH_5 24	CHIP II	24/05/2021 00:00:00	24/05/2021 10:54:39	10H 55M		Off	Ca.S/N Ub Zona Industrial, Pari_as Talara Piura, Perù	PUERTO TALARA	-4.5721799	-81.2753699	0	0.68
(-) MSG_MONTH_5 24	CHIP II	24/05/2021 11:34:00	24/05/2021 11:34:18	0M		On	Pari_as Talara Piura, Perù	PUERTO TALARA	-4.5712649	-81.2789399	10.54	10.6
(-) MSG_MONTH_5 24	CHIP II	24/05/2021 11:35:00	24/05/2021 12:53:57	1H 19M		On	Pari_as Talara Piura, Perù	PUERTO TALARA	-4.5719503	-81.2773375	10.74	11.21
(-) MSG_MONTH_5 24	CHIP II	24/05/2021 12:54:06	24/05/2021 13:10:09	16M		On	Ca.S/N Ub Barrio Acapulco, Pari_as Talara Piura, Perù	PUERTO TALARA	-4.5723899	-81.2753699	11.22	1.02
(-) MSG_MONTH_5 24	CHIP II	24/05/2021 13:10:21	24/05/2021 13:11:21	1M		On	Pari_as Talara Piura, Perù	PUERTO TALARA	-4.5710400	-81.2822850	12.27	1.24
(-) MSG_MONTH_5 24	CHIP II	24/05/2021 13:11:30	24/05/2021 13:11:51	0M		On	Pari_as Talara Piura, Perù	PUERTO TALARA	-4.5703949	-81.2840849	12.48	1.33
(-) MSG_MONTH_5 24	CHIP II	24/05/2021 13:17:51	24/05/2021 13:18:39	1M		On	Pari_as Talara Piura, Perù	PUERTO TALARA	-4.5671249	-81.2972549	14.04	2.95
(-) MSG_MONTH_5 24	CHIP II	24/05/2021 13:19:21	24/05/2021 13:23:30	4M		On	Pariñas Piura, PER	PUERTO TALARA	-4.5648000	-81.2966550	14.31	3.29
(-) MSG_MONTH_5 24	CHIP II	24/05/2021 13:24:30	24/05/2021 13:24:39	0M		On	Pari_as Talara Piura, Perù	PUERTO TALARA	-4.5668400	-81.2973300	14.74	3.56
(-) MSG_MONTH_5 24	CHIP II	24/05/2021 13:24:51	24/05/2021 13:26:54	2M		On	Pari_as Talara Piura, Perù	PUERTO TALARA	-4.5671849	-81.2976149	14.81	3.72
(-) MSG_MONTH_5 24	CHIP II	24/05/2021 13:27:45	24/05/2021 13:31:39	4M		On	Pariñas Piura, PER	PUERTO TALARA	-4.5646199	-81.2966249	15.15	4.18
(-) MSG_MONTH_5 24	CHIP II	24/05/2021 13:34:00	24/05/2021 13:37:00	3M		On	Pariñas Piura, PER	PUERTO TALARA	-4.5635792	-81.2995072	15.95	4.89
(-) MSG_MONTH_5 24	CHIP II	24/05/2021 13:39:57	24/05/2021 13:42:09	2M		On	Pari_as Talara Piura, Perù	PUERTO TALARA	-4.5653071	-81.2932222	16.89	5.76
(-) MSG_MONTH_5 24	CHIP II	24/05/2021 13:47:48	24/05/2021 13:51:18	4M		On	Pari_as Talara Piura, Perù	PUERTO TALARA	-4.5521699	-81.2867099	18.59	7.68
(-) MSG_MONTH_5 24	CHIP II	24/05/2021 14:00:57	24/05/2021 18:22:24	4H 21M		On	Pari_as Talara Piura, Perù	PUERTO TALARA	-4.5695999	-81.2805749	21.04	12.73
