Mes 11 17	BUCKLEY	17/11/2020 00:00:33	17/11/2020 23:59:59	23H 59M		Off	Ca.S/N Ub Zona Industrial, Pari_as Talara Piura, Perù	PUERTO TALARA		-4.5719249	-81.2754899	0	1,85
Mes 11 17	CHIMERA	17/11/2020 00:00:00	17/11/2020 02:41:57	2H 42M		Off	Pari_as Talara Piura, Perù	PUERTO TALARA		-4.5701333	-81.2915165	0	0,01
Mes 11 17	CHIMERA	17/11/2020 03:41:23	17/11/2020 08:12:09	4H 31M		On	Pari_as Talara Piura, Perù	PUERTO TALARA		-4.5701665	-81.2917666	0,02	9,73
Mes 11 17	CHIMERA	17/11/2020 19:12:06	17/11/2020 20:12:07	1H 0M		On	Lobitos Piura, PER	Flotante LO		-4.4356666	-81.3194165	53,65	62,05
Mes 11 17	CHIMERA	17/11/2020 22:24:08	17/11/2020 23:59:59	1H 36M		On	Pari_as Talara Piura, Perù	PUERTO TALARA		-4.5700665	-81.2914499	73,71	77,68
Mes 11 17	CHIP II	17/11/2020 00:00:00	17/11/2020 07:10:39	7H 11M		Off	PI-100, Lobitos Piura, PER	Flotante PN		-4.3238607	-81.2897919	0	0,13
Mes 11 17	CHIP II	17/11/2020 07:18:06	17/11/2020 07:27:03	9M		On	El Alto Piura, PER	DD		-4.3098192	-81.2784383	2,11	2,4
Mes 11 17	CHIP II	17/11/2020 07:27:51	17/11/2020 07:27:54	0M		On	El Alto Piura, PER	CAMPO PEA NEGRA		-4.3111949	-81.2762850	2,57	2,6
Mes 11 17	CHIP II	17/11/2020 07:28:33	17/11/2020 07:28:42	0M		On	PI-100, Lobitos Piura, PER	PN11		-4.3121549	-81.2756399	2,7	2,73
Mes 11 17	CHIP II	17/11/2020 07:29:12	17/11/2020 07:29:21	0M		On	PI-100, Lobitos Piura, PER	CAMPO PEA NEGRA		-4.3132500	-81.2751599	2,82	2,86
Mes 11 17	CHIP II	17/11/2020 07:30:12	17/11/2020 07:30:21	0M		On	PI-100, Lobitos Piura, PER	CAMPO PEA NEGRA		-4.3147500	-81.2740349	3,04	3,07
Mes 11 17	CHIP II	17/11/2020 07:30:33	17/11/2020 07:30:42	0M		On	PI-100, Lobitos Piura, PER	CAMPO PEA NEGRA		-4.3152299	-81.2736599	3,1	3,14
Mes 11 17	CHIP II	17/11/2020 07:31:51	17/11/2020 07:32:03	0M		On	PI-100, Lobitos Piura, PER	CAMPO PEA NEGRA		-4.3174049	-81.2724299	3,38	3,41
Mes 11 17	CHIP II	17/11/2020 07:32:12	17/11/2020 07:32:33	0M		On	PI-100, Lobitos Piura, PER	CAMPO PEA NEGRA		-4.3179520	-81.2721279	3,45	3,51
Mes 11 17	CHIP II	17/11/2020 07:32:42	17/11/2020 07:47:45	15M		On	PI-100, Lobitos Piura, PER	PN4		-4.3187699	-81.2719049	3,55	3,83
Mes 11 17	CHIP II	17/11/2020 07:53:06	17/11/2020 07:54:33	1M		On	El Alto Piura, PER	DD		-4.3095023	-81.2781311	5,08	5,17
Mes 11 17	CHIP II	17/11/2020 07:57:51	17/11/2020 08:05:42	8M		On	El Alto Piura, PER	GG		-4.3013279	-81.2790784	6,02	6,16
Mes 11 17	CHIP II	17/11/2020 08:05:51	17/11/2020 08:06:03	0M		On	El Alto Piura, PER	GG		-4.3007400	-81.2779499	6,2	6,23
Mes 11 17	CHIP II	17/11/2020 08:09:51	17/11/2020 08:12:27	3M		On	El Alto Piura, PER	NN		-4.3025849	-81.2704799	7,06	7,24
Mes 11 17	CHIP II	17/11/2020 08:14:27	17/11/2020 08:20:06	6M		On	El Alto Piura, PER	PN14		-4.3060499	-81.2676599	7,69	7,86
Mes 11 17	CHIP II	17/11/2020 08:21:54	17/11/2020 08:24:24	3M		On		NN		-4.3030499	-81.2699999	8,25	8,44
Mes 11 17	CHIP II	17/11/2020 08:29:36	17/11/2020 08:34:39	5M		On	ElAlto Talara Piura, Perù	UU		-4.2926399	-81.2647949	9,57	9,78
Mes 11 17	CHIP II	17/11/2020 08:38:51	17/11/2020 08:47:42	9M		On	El Alto Piura, PER	R		-4.2890699	-81.2723099	10,6	10,84
Mes 11 17	CHIP II	17/11/2020 08:51:33	17/11/2020 08:51:42	0M		On	ElAlto Talara Piura, Perù	UU		-4.2920671	-81.2652415	11,65	11,69
Mes 11 17	CHIP II	17/11/2020 08:51:54	17/11/2020 08:54:39	3M		On	ElAlto Talara Piura, Perù	UU		-4.2920699	-81.2647649	11,72	11,97
Mes 11 17	CHIP II	17/11/2020 08:56:18	17/11/2020 09:16:57	21M		On	ElAlto Talara Piura, Perù	PN5		-4.2876479	-81.2668800	12,32	13,04
Mes 11 17	CHIP II	17/11/2020 09:30:36	17/11/2020 09:45:48	15M		On	El Alto Piura, PER	CAMPO PEA NEGRA		-4.2810299	-81.2971649	16,08	16,74
Mes 11 17	CHIP II	17/11/2020 09:47:39	17/11/2020 09:47:48	0M		On	El Alto Piura, PER	CAMPO PEA NEGRA		-4.2826649	-81.2949749	17,13	17,16
Mes 11 17	CHIP II	17/11/2020 09:51:09	17/11/2020 09:51:39	1M		On	El Alto Piura, PER	CAMPO PEA NEGRA		-4.2821400	-81.2881349	17,89	18
Mes 11 17	CHIP II	17/11/2020 09:57:09	17/11/2020 10:00:33	3M		On	El Alto Piura, PER	A2		-4.2878047	-81.2781440	19,18	19,35
Mes 11 17	CHIP II	17/11/2020 10:05:42	17/11/2020 10:11:03	5M		On	El Alto Piura, PER	FF		-4.2802350	-81.2693999	20,53	20,71
Mes 11 17	CHIP II	17/11/2020 10:11:12	17/11/2020 10:11:21	0M		On	El Alto Piura, PER	FF		-4.2794927	-81.2681087	20,74	20,77
Mes 11 17	CHIP II	17/11/2020 10:12:12	17/11/2020 10:12:21	0M		On	ElAlto Talara Piura, Perù	CAMPO PEA NEGRA		-4.2795149	-81.2662349	20,95	20,98
Mes 11 17	CHIP II	17/11/2020 10:13:21	17/11/2020 10:13:33	0M		On	ElAlto Talara Piura, Perù	CAMPO PEA NEGRA		-4.2798299	-81.2640600	21,19	21,23
Mes 11 17	CHIP II	17/11/2020 10:13:42	17/11/2020 10:13:51	0M		On	ElAlto Talara Piura, Perù	CAMPO PEA NEGRA		-4.2798749	-81.2635049	21,27	21,29
Mes 11 17	CHIP II	17/11/2020 10:14:03	17/11/2020 10:14:12	0M		On	ElAlto Talara Piura, Perù	CAMPO PEA NEGRA		-4.2801149	-81.2629499	21,33	21,35
Mes 11 17	CHIP II	17/11/2020 10:14:21	17/11/2020 10:14:33	0M		On	ElAlto Talara Piura, Perù	CAMPO PEA NEGRA		-4.2802949	-81.2623049	21,4	21,43
Mes 11 17	CHIP II	17/11/2020 10:14:42	17/11/2020 10:15:12	1M		On	ElAlto Talara Piura, Perù	CAMPO PEA NEGRA		-4.2805151	-81.2617216	21,46	21,56
Mes 11 17	CHIP II	17/11/2020 10:15:15	17/11/2020 10:24:00	9M		On	ElAlto Talara Piura, Perù	SS		-4.2806575	-81.2607615	21,59	22,05
Mes 11 17	CHIP II	17/11/2020 10:24:12	17/11/2020 10:25:21	1M		On	ElAlto Talara Piura, Perù	CAMPO PEA NEGRA		-4.2836549	-81.2610299	22,08	22,3
Mes 11 17	CHIP II	17/11/2020 10:25:30	17/11/2020 10:26:00	1M		On	ElAlto Talara Piura, Perù	CAMPO PEA NEGRA		-4.2857440	-81.2618239	22,33	22,42
Mes 11 17	CHIP II	17/11/2020 10:26:12	17/11/2020 10:27:42	2M		On	ElAlto Talara Piura, Perù	CAMPO PEA NEGRA		-4.2868199	-81.2622300	22,45	22,73
Mes 11 17	CHIP II	17/11/2020 10:27:51	17/11/2020 10:28:12	0M		On	ElAlto Talara Piura, Perù	CAMPO PEA NEGRA		-4.2894063	-81.2631808	22,76	22,82
Mes 11 17	CHIP II	17/11/2020 10:28:21	17/11/2020 10:33:00	5M		On	ElAlto Talara Piura, Perù	CAMPO PEA NEGRA		-4.2900599	-81.2636099	22,85	23,35
Mes 11 17	CHIP II	17/11/2020 10:34:00	17/11/2020 10:34:12	0M		On	ElAlto Talara Piura, Perù	CAMPO PEA NEGRA		-4.2939600	-81.2666849	23,56	23,59
Mes 11 17	CHIP II	17/11/2020 10:39:57	17/11/2020 10:40:00	0M		On	El Alto Piura, PER	CAMPO PEA NEGRA		-4.3034607	-81.2732671	24,86	24,88
Mes 11 17	CHIP II	17/11/2020 10:43:42	17/11/2020 10:48:54	5M		On	El Alto Piura, PER	DD		-4.3088999	-81.2779049	25,64	25,88
