Mes 11 15	CHIP II	15/11/2020 12:22:12	15/11/2020 12:22:33	0M		On	PI-100, Lobitos Piura, PER	CAMPO PEA NEGRA		-4.3235849	-81.2847000	14,26	14,33
Mes 11 15	CHIP II	15/11/2020 12:22:42	15/11/2020 12:22:54	0M		On	PI-100, Lobitos Piura, PER	CAMPO PEA NEGRA		-4.3233749	-81.2838449	14,36	14,39
Mes 11 15	CHIP II	15/11/2020 12:23:33	15/11/2020 12:23:42	0M		On	PI-100, Lobitos Piura, PER	CAMPO PEA NEGRA		-4.3229249	-81.2823599	14,53	14,56
Mes 11 15	CHIP II	15/11/2020 12:25:42	15/11/2020 12:25:54	0M		On	PI-100, Lobitos Piura, PER	CAMPO PEA NEGRA		-4.3215300	-81.2786699	14,97	15
Mes 11 15	CHIP II	15/11/2020 12:26:03	15/11/2020 12:26:12	0M		On	PI-100, Lobitos Piura, PER	CAMPO PEA NEGRA		-4.3213349	-81.2780699	15,04	15,07
Mes 11 15	CHIP II	15/11/2020 12:29:24	15/11/2020 12:35:57	7M		On	PI-100, Lobitos Piura, PER	PN4		-4.3194150	-81.2720849	15,73	15,94
Mes 11 15	CHIP II	15/11/2020 12:54:15	15/11/2020 13:17:36	23M		On	ElAlto Talara Piura, Perù	CAMPO PEA NEGRA		-4.2795749	-81.2611799	20,44	21,3
Mes 11 15	CHIP II	15/11/2020 13:17:51	15/11/2020 13:17:54	0M		On	ElAlto Talara Piura, Perù	CAMPO PEA NEGRA		-4.2784447	-81.2629759	21,37	21,39
Mes 11 15	CHIP II	15/11/2020 13:18:36	15/11/2020 13:19:06	1M		On	ElAlto Talara Piura, Perù	CAMPO PEA NEGRA		-4.2785250	-81.2642249	21,5	21,6
Mes 11 15	CHIP II	15/11/2020 13:19:15	15/11/2020 13:19:45	1M		On	El Alto Piura, PER	CAMPO PEA NEGRA		-4.2785700	-81.2654399	21,63	21,72
Mes 11 15	CHIP II	15/11/2020 13:21:00	15/11/2020 13:21:15	0M		On	El Alto Piura, PER	FF		-4.2792639	-81.2684670	21,99	22,01
Mes 11 15	CHIP II	15/11/2020 13:21:36	15/11/2020 13:29:15	8M		On	El Alto Piura, PER	FF		-4.2797849	-81.2692349	22,09	22,37
Mes 11 15	CHIP II	15/11/2020 13:33:15	15/11/2020 13:33:24	0M		On	El Alto Piura, PER	R		-4.2887056	-81.2723456	23,3	23,32
Mes 11 15	CHIP II	15/11/2020 13:33:45	15/11/2020 13:57:15	24M		On	El Alto Piura, PER	R		-4.2893850	-81.2728499	23,38	24,35
Mes 11 15	CHIP II	15/11/2020 13:58:06	15/11/2020 14:00:54	3M		On	El Alto Piura, PER	PN5		-4.2873149	-81.2671500	24,52	24,7
Mes 11 15	CHIP II	15/11/2020 14:02:06	15/11/2020 14:02:15	0M		On	ElAlto Talara Piura, Perù	CAMPO PEA NEGRA		-4.2892671	-81.2678143	24,92	24,96
Mes 11 15	CHIP II	15/11/2020 14:04:24	15/11/2020 14:04:36	0M		On	ElAlto Talara Piura, Perù	CAMPO PEA NEGRA		-4.2925648	-81.2703360	25,39	25,42
Mes 11 15	CHIP II	15/11/2020 14:05:15	15/11/2020 14:05:54	1M		On	ElAlto Talara Piura, Perù	CAMPO PEA NEGRA		-4.2938250	-81.2710349	25,56	25,69
Mes 11 15	CHIP II	15/11/2020 14:06:12	15/11/2020 14:06:15	0M		On	El Alto Piura, PER	CAMPO PEA NEGRA		-4.2950607	-81.2721152	25,75	25,77
Mes 11 15	CHIP II	15/11/2020 14:06:24	15/11/2020 14:06:36	0M		On	El Alto Piura, PER	CAMPO PEA NEGRA		-4.2953399	-81.2723249	25,78	25,81
Mes 11 15	CHIP II	15/11/2020 14:08:24	15/11/2020 14:08:36	0M		On	El Alto Piura, PER	CAMPO PEA NEGRA		-4.2978600	-81.2749049	26,2	26,21
Mes 11 15	CHIP II	15/11/2020 14:09:06	15/11/2020 14:09:45	1M		On	El Alto Piura, PER	CAMPO PEA NEGRA		-4.2989439	-81.2757375	26,33	26,45
Mes 11 15	CHIP II	15/11/2020 14:11:15	15/11/2020 14:11:24	0M		On	El Alto Piura, PER	GG		-4.3018499	-81.2781149	26,76	26,79
Mes 11 15	CHIP II	15/11/2020 14:13:00	15/11/2020 14:13:06	0M		On	El Alto Piura, PER	CAMPO PEA NEGRA		-4.3046160	-81.2800512	27,14	27,16
Mes 11 15	CHIP II	15/11/2020 14:14:15	15/11/2020 14:14:24	0M		On	El Alto Piura, PER	CAMPO PEA NEGRA		-4.3064399	-81.2812500	27,38	27,41
Mes 11 15	CHIP II	15/11/2020 14:17:45	15/11/2020 14:17:54	0M		On	El Alto Piura, PER	CAMPO PEA NEGRA		-4.3113000	-81.2855399	28,1	28,13
Mes 11 15	CHIP II	15/11/2020 14:18:45	15/11/2020 14:18:54	0M		On	PI-100, Lobitos Piura, PER	CAMPO PEA NEGRA		-4.3128599	-81.2863799	28,3	28,33
Mes 11 15	CHIP II	15/11/2020 14:19:06	15/11/2020 14:19:15	0M		On	PI-100, Lobitos Piura, PER	CAMPO PEA NEGRA		-4.3133248	-81.2868095	28,36	28,4
Mes 11 15	CHIP II	15/11/2020 14:19:27	15/11/2020 14:19:36	0M		On	PI-100, Lobitos Piura, PER	CAMPO PEA NEGRA		-4.3138350	-81.2870849	28,47	28,47
Mes 11 15	CHIP II	15/11/2020 14:19:57	15/11/2020 14:20:06	0M		On	PI-100, Lobitos Piura, PER	CAMPO PEA NEGRA		-4.3146749	-81.2875349	28,54	28,58
Mes 11 15	CHIP II	15/11/2020 14:20:30	15/11/2020 14:20:36	0M		On	PI-100, Lobitos Piura, PER	CAMPO PEA NEGRA		-4.3155744	-81.2879104	28,66	28,68
Mes 11 15	CHIP II	15/11/2020 14:21:36	15/11/2020 14:21:45	0M		On	PI-100, Lobitos Piura, PER	CAMPO PEA NEGRA		-4.3171679	-81.2890239	28,87	28,9
Mes 11 15	CHIP II	15/11/2020 14:22:24	15/11/2020 14:22:36	0M		On	PI-100, Lobitos Piura, PER	CAMPO PEA NEGRA		-4.3184100	-81.2897399	29,02	29,06
Mes 11 15	CHIP II	15/11/2020 14:22:45	15/11/2020 14:23:06	0M		On	PI-100, Lobitos Piura, PER	CAMPO PEA NEGRA		-4.3189500	-81.2900250	29,11	29,16
Mes 11 15	CHIP II	15/11/2020 14:23:15	15/11/2020 14:23:36	0M		On	PI-100, Lobitos Piura, PER	CAMPO PEA NEGRA		-4.3197599	-81.2903850	29,19	29,26
Mes 11 15	CHIP II	15/11/2020 14:24:15	15/11/2020 14:24:24	0M		On	PI-100, Lobitos Piura, PER	CAMPO PEA NEGRA		-4.3214699	-81.2911799	29,4	29,44
Mes 11 15	CHIP II	15/11/2020 14:24:45	15/11/2020 14:24:57	0M		On	PI-100, Lobitos Piura, PER	CAMPO PEA NEGRA		-4.3222949	-81.2914799	29,5	29,55
Mes 11 15	CHIP II	15/11/2020 14:25:06	15/11/2020 15:40:36	1H 16M		On	PI-100, Lobitos Piura, PER	CAMPO PEA NEGRA		-4.3227749	-81.2918399	29,57	31,36
Mes 11 15	CHIP II	15/11/2020 15:42:45	15/11/2020 15:42:54	0M		On	PI-100, Lobitos Piura, PER	CAMPO PEA NEGRA		-4.3136735	-81.2839168	31,83	0,48
Mes 11 15	CHIP II	15/11/2020 15:43:48	15/11/2020 15:43:54	0M		On	PI-100, Lobitos Piura, PER	CAMPO PEA NEGRA		-4.3121727	-81.2825088	32,05	0,71
Mes 11 15	CHIP II	15/11/2020 15:57:12	15/11/2020 15:57:24	0M		On	ElAlto Talara Piura, Perù	CAMPO PEA NEGRA		-4.2907050	-81.2682149	34,92	3,6
Mes 11 15	CHIP II	15/11/2020 15:59:03	15/11/2020 16:11:39	13M		On	ElAlto Talara Piura, Perù	PN5		-4.2874992	-81.2669567	35,32	4,44
Mes 11 15	CHIP II	15/11/2020 16:11:45	15/11/2020 16:25:21	14M		On	ElAlto Talara Piura, Perù	CAMPO PEA NEGRA		-4.2892199	-81.2650950	35,8	5,08
Mes 11 15	CHIP II	15/11/2020 16:26:00	15/11/2020 16:26:21	0M		On	ElAlto Talara Piura, Perù	CAMPO PEA NEGRA		-4.2901800	-81.2668800	36,57	5,27
Mes 11 15	CHIP II	15/11/2020 16:26:30	15/11/2020 16:26:42	0M		On	ElAlto Talara Piura, Perù	CAMPO PEA NEGRA		-4.2897749	-81.2676450	36,67	5,33
Mes 11 15	CHIP II	15/11/2020 16:26:51	15/11/2020 16:27:00	0M		On	ElAlto Talara Piura, Perù	CAMPO PEA NEGRA		-4.2895599	-81.2681728	36,73	5,4
Mes 11 15	CHIP II	15/11/2020 16:27:21	15/11/2020 16:31:51	5M		On	ElAlto Talara Piura, Perù	CAMPO PEA NEGRA		-4.2891750	-81.2688899	36,82	6,26
Mes 11 15	CHIP II	15/11/2020 16:32:12	15/11/2020 16:32:21	0M		On	El Alto Piura, PER	A2		-4.2877824	-81.2764927	37,69	6,35
Mes 11 15	CHIP II	15/11/2020 16:32:30	15/11/2020 16:41:06	9M		On	El Alto Piura, PER	A2		-4.2876599	-81.2770199	37,75	7,34
Mes 11 15	CHIP II	15/11/2020 16:41:27	15/11/2020 16:42:18	1M		On	El Alto Piura, PER	CAMPO PEA NEGRA		-4.2849899	-81.2847749	38,78	7,57
Mes 11 15	CHIP II	15/11/2020 16:42:27	15/11/2020 16:42:36	0M		On	El Alto Piura, PER	CAMPO PEA NEGRA		-4.2846300	-81.2864249	38,96	7,63
Mes 11 15	CHIP II	15/11/2020 16:43:06	15/11/2020 16:43:18	0M		On	El Alto Piura, PER	CAMPO PEA NEGRA		-4.2845249	-81.2875799	39,08	7,76
Mes 11 15	CHIP II	15/11/2020 16:43:27	15/11/2020 16:43:48	0M		On	El Alto Piura, PER	CAMPO PEA NEGRA		-4.2843600	-81.2881349	39,15	7,85
Mes 11 15	CHIP II	15/11/2020 16:44:00	15/11/2020 16:44:27	0M		On	El Alto Piura, PER	CAMPO PEA NEGRA		-4.2840815	-81.2890366	39,28	7,98
Mes 11 15	CHIP II	15/11/2020 16:44:36	15/11/2020 16:45:18	1M		On	El Alto Piura, PER	CAMPO PEA NEGRA		-4.2839549	-81.2900999	39,38	8,14
Mes 11 15	CHIP II	15/11/2020 16:45:36	15/11/2020 16:45:57	0M		On	El Alto Piura, PER	CAMPO PEA NEGRA		-4.2834031	-81.2917375	39,57	8,27
Mes 11 15	CHIP II	15/11/2020 16:48:12	15/11/2020 16:48:18	0M		On	El Alto Piura, PER	CAMPO PEA NEGRA		-4.2824255	-81.2962686	40,1	8,76
Mes 11 15	CHIP II	15/11/2020 16:48:36	15/11/2020 16:48:48	0M		On	El Alto Piura, PER	CAMPO PEA NEGRA		-4.2822300	-81.2969399	40,16	8,83
Mes 11 15	CHIP II	15/11/2020 16:49:27	15/11/2020 17:09:09	20M		On	El Alto Piura, PER	TT		-4.2819599	-81.2983649	40,33	10,06
Mes 11 15	CHIP II	15/11/2020 17:09:21	15/11/2020 17:10:09	1M		On	El Alto Piura, PER	CAMPO PEA NEGRA		-4.2878400	-81.2935049	41,45	10,25
Mes 11 15	CHIP II	15/11/2020 17:10:21	15/11/2020 17:10:30	0M		On	El Alto Piura, PER	CAMPO PEA NEGRA		-4.2889799	-81.2923499	41,63	10,3
Mes 11 15	CHIP II	15/11/2020 17:10:51	15/11/2020 17:11:06	0M		On	El Alto Piura, PER	CAMPO PEA NEGRA		-4.2896250	-81.2918099	41,72	10,42
Mes 11 15	CHIP II	15/11/2020 17:11:30	15/11/2020 17:12:00	1M		On	El Alto Piura, PER	CAMPO PEA NEGRA		-4.2905249	-81.2911649	41,85	10,58
Mes 11 15	CHIP II	15/11/2020 17:12:09	15/11/2020 17:12:30	0M		On	El Alto Piura, PER	CAMPO PEA NEGRA		-4.2913487	-81.2904575	41,97	10,67
Mes 11 15	CHIP II	15/11/2020 17:12:33	15/11/2020 17:12:51	0M		On		CAMPO PEA NEGRA		-4.2918912	-81.2899967	42,06	10,73
Mes 11 15	CHIP II	15/11/2020 17:13:00	15/11/2020 17:13:09	0M		On	El Alto Piura, PER	CAMPO PEA NEGRA		-4.2924150	-81.2895599	42,12	10,79
Mes 11 15	CHIP II	15/11/2020 17:13:30	15/11/2020 17:13:39	0M		On	El Alto Piura, PER	CAMPO PEA NEGRA		-4.2930599	-81.2890050	42,22	10,89
Mes 11 15	CHIP II	15/11/2020 17:13:42	15/11/2020 17:14:09	0M		On	El Alto Piura, PER	CAMPO PEA NEGRA		-4.2932591	-81.2888319	42,28	10,98
Mes 11 15	CHIP II	15/11/2020 17:14:30	15/11/2020 17:14:39	0M		On	El Alto Piura, PER	CAMPO PEA NEGRA		-4.2942928	-81.2879231	42,4	11,07
Mes 11 15	CHIP II	15/11/2020 17:14:45	15/11/2020 17:14:51	0M		On	El Alto Piura, PER	CAMPO PEA NEGRA		-4.2946463	-81.2877311	42,46	11,11
Mes 11 15	CHIP II	15/11/2020 17:15:21	15/11/2020 17:17:09	2M		On	El Alto Piura, PER	CAMPO PEA NEGRA		-4.2954900	-81.2871600	42,56	11,54
Mes 11 15	CHIP II	15/11/2020 17:17:21	15/11/2020 17:20:00	3M		On	El Alto Piura, PER	CAMPO PEA NEGRA		-4.2980099	-81.2851050	42,93	12,03
Mes 11 15	CHIP II	15/11/2020 17:20:03	15/11/2020 17:35:54	16M		On	El Alto Piura, PER	CAMPO PEA NEGRA		-4.3013295	-81.2823934	43,43	13,54
Mes 11 15	CHIP II	15/11/2020 17:36:03	15/11/2020 17:45:03	9M		On	El Alto Piura, PER	CAMPO PEA NEGRA		-4.3108050	-81.2804849	44,93	15,06
Mes 11 15	CHIP II	15/11/2020 17:45:33	15/11/2020 17:46:12	1M		On	PI-100, Lobitos Piura, PER	Flotante PN		-4.3214549	-81.2893949	46,52	15,27
Mes 11 15	CHIP II	15/11/2020 17:46:24	15/11/2020 23:59:59	6H 14M		On	PI-100, Lobitos Piura, PER	Flotante PN		-4.3226550	-81.2899799	46,67	15,58
Mes 11 15	CHIRIBAY	15/11/2020 00:00:00	15/11/2020 23:59:59	1D 0M		Off	Pari_as Talara Piura, Perù	PUERTO TALARA		-4.5709349	-81.2937149	0	1,36
Mes 11 15	D.VICTOR	15/11/2020 00:00:00	15/11/2020 09:41:21	9H 41M		Off	Ca.S/N Ub Zona Industrial, Pari_as Talara Piura, Perù	PUERTO TALARA		-4.5717165	-81.2753833	0	1,88
Mes 11 15	D.VICTOR	15/11/2020 11:51:25	15/11/2020 12:21:26	30M		On	La Brea Piura, PER	LT12		-4.7094999	-81.3333331	20,45	20,76
Mes 11 15	D.VICTOR	15/11/2020 14:51:35	15/11/2020 15:31:35	40M		On	Lobitos Piura, PER	LO6		-4.4445665	-81.3696331	51,27	51,95
Mes 11 15	D.VICTOR	15/11/2020 15:41:37	15/11/2020 16:41:40	1H 0M		On	Lobitos Piura, PER	LO6		-4.4445665	-81.3695498	51,95	51,96
Mes 11 15	D.VICTOR	15/11/2020 17:31:14	15/11/2020 17:51:14	20M		On	Lobitos Piura, PER	Flotante LO		-4.4358499	-81.3190498	57,73	57,73
Mes 11 15	D.VICTOR	15/11/2020 18:01:11	15/11/2020 18:21:14	20M		On	Lobitos Piura, PER	Flotante LO		-4.4361332	-81.3203833	57,74	58,03
Mes 11 15	D.VICTOR	15/11/2020 20:01:15	15/11/2020 20:11:34	10M		On		CAMPO PEA NEGRA		-4.3069999	-81.2980333	72,21	73,11
Mes 11 15	D.VICTOR	15/11/2020 20:31:20	15/11/2020 21:31:19	1H 0M		On	El Alto Piura, PER	R		-4.2894665	-81.2717164	75,72	76,7
Mes 11 15	D.VICTOR	15/11/2020 22:01:21	15/11/2020 23:31:25	1H 30M		On	PI-100, Lobitos Piura, PER	Flotante PN		-4.3234832	-81.2884332	80,41	81,27
Mes 11 15	D.VICTOR	15/11/2020 23:51:21	15/11/2020 23:59:59	9M		Off	PI-100, Lobitos Piura, PER	CAMPO PEA NEGRA		-4.3608332	-81.3042164	85,67	85,67
Mes 11 15	ELIZABET	15/11/2020 00:00:00	15/11/2020 23:59:59	1D 0M		Off	Lobitos Piura, PER	LO6		-4.4446649	-81.3701849	0	16,56
Mes 11 15	HIPPO	15/11/2020 00:00:09	15/11/2020 23:59:59	1D 0M		Off	Ca.S/N Ub Barrio Acapulco, Pari_as Talara Piura, Perù	Mc Donald		-4.5727349	-81.2773049	0	2,06
Mes 11 15	IRIS	15/11/2020 00:00:00	15/11/2020 00:30:12	30M		On	El Alto Piura, PER	CAMPO PEA NEGRA		-4.3060127	-81.3404926	0	1,79
Mes 11 15	IRIS	15/11/2020 00:30:21	15/11/2020 00:30:33	0M		On	El Alto Piura, PER	CAMPO PEA NEGRA		-4.2970199	-81.3375149	1,83	1,86
Mes 11 15	IRIS	15/11/2020 00:30:36	15/11/2020 00:31:03	0M		On	El Alto Piura, PER	CAMPO PEA NEGRA		-4.2974047	-81.3376894	1,89	1,95
Mes 11 15	IRIS	15/11/2020 00:31:33	15/11/2020 00:32:12	1M		On	El Alto Piura, PER	CAMPO PEA NEGRA		-4.2988650	-81.3381749	2,05	2,16
Mes 11 15	IRIS	15/11/2020 00:32:33	15/11/2020 00:32:42	0M		On	El Alto Piura, PER	CAMPO PEA NEGRA		-4.3004271	-81.3385727	2,23	2,26
Mes 11 15	IRIS	15/11/2020 00:33:03	15/11/2020 00:33:21	0M		On	El Alto Piura, PER	CAMPO PEA NEGRA		-4.3011900	-81.3387599	2,31	2,37
Mes 11 15	IRIS	15/11/2020 00:34:33	15/11/2020 00:34:42	0M		On	El Alto Piura, PER	CAMPO PEA NEGRA		-4.3036349	-81.3393149	2,59	2,62
Mes 11 15	IRIS	15/11/2020 00:34:51	15/11/2020 00:35:12	0M		On	El Alto Piura, PER	CAMPO PEA NEGRA		-4.3041456	-81.3394687	2,65	2,72
Mes 11 15	IRIS	15/11/2020 00:35:33	15/11/2020 00:35:42	0M		On	El Alto Piura, PER	CAMPO PEA NEGRA		-4.3052099	-81.3396599	2,77	2,8
Mes 11 15	IRIS	15/11/2020 00:35:51	15/11/2020 00:36:33	1M		On	El Alto Piura, PER	CAMPO PEA NEGRA		-4.3057200	-81.3397049	2,83	2,95
Mes 11 15	IRIS	15/11/2020 00:37:03	15/11/2020 00:37:21	0M		On	El Alto Piura, PER	CAMPO PEA NEGRA		-4.3075049	-81.3400949	3,03	3,1
Mes 11 15	IRIS	15/11/2020 00:37:42	15/11/2020 00:43:45	6M		On	El Alto Piura, PER	CAMPO PEA NEGRA		-4.3086449	-81.3402299	3,16	3,74
Mes 11 15	IRIS	15/11/2020 00:44:33	15/11/2020 00:44:45	0M		On	El Alto Piura, PER	CAMPO PEA NEGRA		-4.3138049	-81.3396149	3,9	3,94
Mes 11 15	IRIS	15/11/2020 00:44:54	15/11/2020 00:45:24	1M		On	El Alto Piura, PER	CAMPO PEA NEGRA		-4.3143149	-81.3394499	3,96	4,06
Mes 11 15	IRIS	15/11/2020 00:45:45	15/11/2020 00:45:54	0M		On	El Alto Piura, PER	CAMPO PEA NEGRA		-4.3156200	-81.3389549	4,12	4,15
Mes 11 15	IRIS	15/11/2020 00:46:03	15/11/2020 00:46:24	0M		On	El Alto Piura, PER	CAMPO PEA NEGRA		-4.3161263	-81.3387646	4,18	4,24
Mes 11 15	IRIS	15/11/2020 00:47:09	15/11/2020 00:47:24	0M		On	El Alto Piura, PER	CAMPO PEA NEGRA		-4.3179216	-81.3381631	4,4	4,43
